station,latitude(deg),longitude(deg),altitude(m),year,month,day,GHI(MJ/m2),DHI(MJ/m2)
53384,41.45,113.1833333,1424.9,1971,1,1,9.342,0.969
53384,41.45,113.1833333,1424.9,1971,1,2,9.306,1.117
53384,41.45,113.1833333,1424.9,1971,1,3,8.55,2.267
53384,41.45,113.1833333,1424.9,1971,1,4,9.453,1.036
53384,41.45,113.1833333,1424.9,1971,1,5,9.495,1.055
53384,41.45,113.1833333,1424.9,1971,1,6,6.546,3.78
53384,41.45,113.1833333,1424.9,1971,1,7,7.134,3.629
53384,41.45,113.1833333,1424.9,1971,1,8,8.986,2.093
53384,41.45,113.1833333,1424.9,1971,1,9,9.506,1.431
53384,41.45,113.1833333,1424.9,1971,1,10,6.832,3.841
53384,41.45,113.1833333,1424.9,1971,1,11,9.687,1.368
53384,41.45,113.1833333,1424.9,1971,1,12,8.198,3.219
53384,41.45,113.1833333,1424.9,1971,1,13,9.952,1.179
53384,41.45,113.1833333,1424.9,1971,1,14,10.02,1.217
53384,41.45,113.1833333,1424.9,1971,1,15,9.998,1.397
53384,41.45,113.1833333,1424.9,1971,1,16,4.129,3.57
53384,41.45,113.1833333,1424.9,1971,1,17,9.138,2.811
53384,41.45,113.1833333,1424.9,1971,1,18,3.019,3.033
53384,41.45,113.1833333,1424.9,1971,1,19,3.052,3.066
53384,41.45,113.1833333,1424.9,1971,1,20,10.672,1.06
53384,41.45,113.1833333,1424.9,1971,1,21,10.761,1.116
53384,41.45,113.1833333,1424.9,1971,1,22,10.741,1.305
53384,41.45,113.1833333,1424.9,1971,1,23,10.901,1.211
53384,41.45,113.1833333,1424.9,1971,1,24,10.907,1.423
53384,41.45,113.1833333,1424.9,1971,1,25,11.254,1.02
53384,41.45,113.1833333,1424.9,1971,1,26,10.633,2.201
53384,41.45,113.1833333,1424.9,1971,1,27,11.328,1.292
53384,41.45,113.1833333,1424.9,1971,1,28,3.326,3.342
53384,41.45,113.1833333,1424.9,1971,1,29,11.166,1.998
53384,41.45,113.1833333,1424.9,1971,1,30,9.627,3.872
53384,41.45,113.1833333,1424.9,1971,1,31,11.804,1.399
53384,41.45,113.1833333,1424.9,1971,2,1,11.612,1.894
53384,41.45,113.1833333,1424.9,1971,2,2,10.339,3.665
53384,41.45,113.1833333,1424.9,1971,2,3,10.065,4.049
53384,41.45,113.1833333,1424.9,1971,2,4,12.391,1.358
53384,41.45,113.1833333,1424.9,1971,2,5,11.272,3.183
53384,41.45,113.1833333,1424.9,1971,2,6,12.422,1.83
53384,41.45,113.1833333,1424.9,1971,2,7,12.801,1.422
53384,41.45,113.1833333,1424.9,1971,2,8,13.014,1.33
53384,41.45,113.1833333,1424.9,1971,2,9,13.036,1.583
53384,41.45,113.1833333,1424.9,1971,2,10,13.34,1.325
