station,latitude(deg),longitude(deg),altitude(m),year,month,day,GHI(MJ/m2),DHI(MJ/m2)
56649,26.1,99.96666667,2059.9,1970,1,1,15.084,3.475
56649,26.1,99.96666667,2059.9,1970,1,2,15.131,3.486
56649,26.1,99.96666667,2059.9,1970,1,3,15.143,3.491
56649,26.1,99.96666667,2059.9,1970,1,4,15.177,3.525
56649,26.1,99.96666667,2059.9,1970,1,5,14.177,4.324
56649,26.1,99.96666667,2059.9,1970,1,6,13.41,4.879
56649,26.1,99.96666667,2059.9,1970,1,7,13.56,4.826
56649,26.1,99.96666667,2059.9,1970,1,8,10.793,6.205
56649,26.1,99.96666667,2059.9,1970,1,9,15.485,3.511
56649,26.1,99.96666667,2059.9,1970,1,10,15.532,3.544
56649,26.1,99.96666667,2059.9,1970,1,11,15.452,3.649
56649,26.1,99.96666667,2059.9,1970,1,12,15.72,3.475
56649,26.1,99.96666667,2059.9,1970,1,13,4.832,3.815
56649,26.1,99.96666667,2059.9,1970,1,14,15.837,3.53
56649,26.1,99.96666667,2059.9,1970,1,15,15.894,3.569
56649,26.1,99.96666667,2059.9,1970,1,16,15.476,3.96
56649,26.1,99.96666667,2059.9,1970,1,17,15.645,3.883
56649,26.1,99.96666667,2059.9,1970,1,18,11.504,6.375
56649,26.1,99.96666667,2059.9,1970,1,19,15.28,4.322
56649,26.1,99.96666667,2059.9,1970,1,20,16.061,3.792
56649,26.1,99.96666667,2059.9,1970,1,21,11.058,6.644
56649,26.1,99.96666667,2059.9,1970,1,22,13.644,5.613
56649,26.1,99.96666667,2059.9,1970,1,23,14.42,5.203
56649,26.1,99.96666667,2059.9,1970,1,24,14.852,4.989
56649,26.1,99.96666667,2059.9,1970,1,25,14.306,5.433
56649,26.1,99.96666667,2059.9,1970,1,26,16.097,4.282
56649,26.1,99.96666667,2059.9,1970,1,27,11.699,6.773
56649,26.1,99.96666667,2059.9,1970,1,28,17.081,3.678
56649,26.1,99.96666667,2059.9,1970,1,29,17.424,3.528
56649,26.1,99.96666667,2059.9,1970,1,30,17.504,3.547
56649,26.1,99.96666667,2059.9,1970,1,31,17.454,3.693
56649,26.1,99.96666667,2059.9,1970,2,1,17.274,3.916
56649,26.1,99.96666667,2059.9,1970,2,2,14.58,5.913
56649,26.1,99.96666667,2059.9,1970,2,3,17.831,3.71
56649,26.1,99.96666667,2059.9,1970,2,4,18.025,3.652
56649,26.1,99.96666667,2059.9,1970,2,5,18.251,3.597
56649,26.1,99.96666667,2059.9,1970,2,6,17.959,3.935
56649,26.1,99.96666667,2059.9,1970,2,7,18.026,3.982
56649,26.1,99.96666667,2059.9,1970,2,8,18.379,3.821
56649,26.1,99.96666667,2059.9,1970,2,9,17.025,4.967
56649,26.1,99.96666667,2059.9,1970,2,10,18.422,4.003
56649,26.1,99.96666667,2059.9,1970,2,11,18.374,4.162
56649,26.1,99.96666667,2059.9,1970,2,12,18.72,3.998
56649,26.1,99.96666667,2059.9,1970,2,13,19.087,3.834
56649,26.1,99.96666667,2059.9,1970,2,14,16.118,6.116
56649,26.1,99.96666667,2059.9,1970,2,15,17.801,5.071
56649,26.1,99.96666667,2059.9,1970,2,16,19.238,4.074
56649,26.1,99.96666667,2059.9,1970,2,17,18.779,4.547
