station,latitude(deg),longitude(deg),altitude(m),year,month,day,GHI(MJ/m2),DHI(MJ/m2)
54374,41.8,126.8833333,378.9,1970,1,1,7.833,2.942
54374,41.8,126.8833333,378.9,1970,1,2,7.662,2.999
54374,41.8,126.8833333,378.9,1970,1,3,8.415,2.609
54374,41.8,126.8833333,378.9,1970,1,4,8.102,2.793
54374,41.8,126.8833333,378.9,1970,1,5,8.676,2.576
54374,41.8,126.8833333,378.9,1970,1,6,8.005,3.01
54374,41.8,126.8833333,378.9,1970,1,7,7.777,3.159
54374,41.8,126.8833333,378.9,1970,1,8,8.353,2.834
54374,41.8,126.8833333,378.9,1970,1,9,8.533,2.864
54374,41.8,126.8833333,378.9,1970,1,10,4.695,3.322
54374,41.8,126.8833333,378.9,1970,1,11,8.868,2.835
54374,41.8,126.8833333,378.9,1970,1,12,3.405,2.444
54374,41.8,126.8833333,378.9,1970,1,13,8.171,3.246
54374,41.8,126.8833333,378.9,1970,1,14,6.735,3.702
54374,41.8,126.8833333,378.9,1970,1,15,9.085,2.87
54374,41.8,126.8833333,378.9,1970,1,16,8.719,3.147
54374,41.8,126.8833333,378.9,1970,1,17,8.49,3.315
54374,41.8,126.8833333,378.9,1970,1,18,9.141,3.096
54374,41.8,126.8833333,378.9,1970,1,19,9.615,2.928
54374,41.8,126.8833333,378.9,1970,1,20,7.177,3.898
54374,41.8,126.8833333,378.9,1970,1,21,9.873,2.955
54374,41.8,126.8833333,378.9,1970,1,22,5.386,3.749
54374,41.8,126.8833333,378.9,1970,1,23,9.676,3.112
54374,41.8,126.8833333,378.9,1970,1,24,9.775,3.206
54374,41.8,126.8833333,378.9,1970,1,25,9.364,3.529
54374,41.8,126.8833333,378.9,1970,1,26,8.638,3.921
54374,41.8,126.8833333,378.9,1970,1,27,4.024,2.805
54374,41.8,126.8833333,378.9,1970,1,28,4.133,2.833
54374,41.8,126.8833333,378.9,1970,1,29,3.996,2.869
54374,41.8,126.8833333,378.9,1970,1,30,10.687,3.155
54374,41.8,126.8833333,378.9,1970,1,31,10.777,3.403
54374,41.8,126.8833333,378.9,1970,2,1,10.933,3.403
54374,41.8,126.8833333,378.9,1970,2,2,11.451,3.211
54374,41.8,126.8833333,378.9,1970,2,3,11.565,3.267
54374,41.8,126.8833333,378.9,1970,2,4,11.508,3.268
54374,41.8,126.8833333,378.9,1970,2,5,12.088,3.117
54374,41.8,126.8833333,378.9,1970,2,6,11.021,3.903
54374,41.8,126.8833333,378.9,1970,2,7,4.183,3.169
54374,41.8,126.8833333,378.9,1970,2,8,6.093,4.291
54374,41.8,126.8833333,378.9,1970,2,9,9.431,4.67
54374,41.8,126.8833333,378.9,1970,2,10,11.861,3.865
54374,41.8,126.8833333,378.9,1970,2,11,12.388,3.815
54374,41.8,126.8833333,378.9,1970,2,12,13.236,3.507
54374,41.8,126.8833333,378.9,1970,2,13,10.293,4.856
54374,41.8,126.8833333,378.9,1970,2,14,9.292,5.118
54374,41.8,126.8833333,378.9,1970,2,15,13.141,3.864
54374,41.8,126.8833333,378.9,1970,2,16,13.648,3.756
54374,41.8,126.8833333,378.9,1970,2,17,13.436,4.056
54374,41.8,126.8833333,378.9,1970,2,18,8.982,5.407
54374,41.8,126.8833333,378.9,1970,2,19,9.701,5.452
54374,41.8,126.8833333,378.9,1970,2,20,5.062,3.77
54374,41.8,126.8833333,378.9,1970,2,21,11.775,5.1
54374,41.8,126.8833333,378.9,1970,2,22,14.522,3.856
54374,41.8,126.8833333,378.9,1970,2,23,13.694,4.63
54374,41.8,126.8833333,378.9,1970,2,24,6.973,5.129
54374,41.8,126.8833333,378.9,1970,2,25,6.487,4.948
54374,41.8,126.8833333,378.9,1970,2,26,9.757,5.93
54374,41.8,126.8833333,378.9,1970,2,27,15.4,4.219
54374,41.8,126.8833333,378.9,1970,2,28,14.361,4.875
54374,41.8,126.8833333,378.9,1970,3,1,15.831,4.246
54374,41.8,126.8833333,378.9,1970,3,2,16.134,4.249
54374,41.8,126.8833333,378.9,1970,3,3,12.808,5.975
54374,41.8,126.8833333,378.9,1970,3,4,13.59,5.609
54374,41.8,126.8833333,378.9,1970,3,5,11.923,6.223
54374,41.8,126.8833333,378.9,1970,3,6,16.028,4.61
54374,41.8,126.8833333,378.9,1970,3,7,15.717,5.165
54374,41.8,126.8833333,378.9,1970,3,8,16.065,5.195
54374,41.8,126.8833333,378.9,1970,3,9,13.549,6.371
54374,41.8,126.8833333,378.9,1970,3,10,15.002,5.935
54374,41.8,126.8833333,378.9,1970,3,11,17.554,4.66
54374,41.8,126.8833333,378.9,1970,3,12,16.677,5.397
54374,41.8,126.8833333,378.9,1970,3,13,18.536,4.474
54374,41.8,126.8833333,378.9,1970,3,14,18.441,4.753
54374,41.8,126.8833333,378.9,1970,3,15,6.435,4.751
54374,41.8,126.8833333,378.9,1970,3,16,16.363,6.049
54374,41.8,126.8833333,378.9,1970,3,17,16.931,6.139
54374,41.8,126.8833333,378.9,1970,3,18,14.045,7.175
54374,41.8,126.8833333,378.9,1970,3,19,17.831,5.815
54374,41.8,126.8833333,378.9,1970,3,20,18.616,5.513
54374,41.8,126.8833333,378.9,1970,3,21,11.701,7.464
54374,41.8,126.8833333,378.9,1970,3,22,19.511,5.336
54374,41.8,126.8833333,378.9,1970,3,23,18.469,6.209
54374,41.8,126.8833333,378.9,1970,3,24,14.576,7.563
54374,41.8,126.8833333,378.9,1970,3,25,20.583,5.192
54374,41.8,126.8833333,378.9,1970,3,26,20.475,5.504
54374,41.8,126.8833333,378.9,1970,3,27,17.129,7.263
54374,41.8,126.8833333,378.9,1970,3,28,11.24,7.769
54374,41.8,126.8833333,378.9,1970,3,29,16.346,7.571
54374,41.8,126.8833333,378.9,1970,3,30,21.235,5.36
54374,41.8,126.8833333,378.9,1970,3,31,12.65,8.159
54374,41.8,126.8833333,378.9,1970,4,1,20.576,6.252
54374,41.8,126.8833333,378.9,1970,4,2,16.178,8.233
54374,41.8,126.8833333,378.9,1970,4,3,7.454,5.636
54374,41.8,126.8833333,378.9,1970,4,4,21.978,5.836
54374,41.8,126.8833333,378.9,1970,4,5,22.389,5.918
54374,41.8,126.8833333,378.9,1970,4,6,14.376,8.655
54374,41.8,126.8833333,378.9,1970,4,7,19.026,7.554
54374,41.8,126.8833333,378.9,1970,4,8,20.531,7.252
54374,41.8,126.8833333,378.9,1970,4,9,7.867,5.902
54374,41.8,126.8833333,378.9,1970,4,10,18.947,8.081
54374,41.8,126.8833333,378.9,1970,4,11,20.162,7.739
54374,41.8,126.8833333,378.9,1970,4,12,17.351,8.738
54374,41.8,126.8833333,378.9,1970,4,13,23.554,6.263
54374,41.8,126.8833333,378.9,1970,4,14,10.562,7.568
54374,41.8,126.8833333,378.9,1970,4,15,15.866,9.215
54374,41.8,126.8833333,378.9,1970,4,16,22.459,7.325
54374,41.8,126.8833333,378.9,1970,4,17,24.184,5.983
54374,41.8,126.8833333,378.9,1970,4,18,25.07,6.3
54374,41.8,126.8833333,378.9,1970,4,19,21.626,8.303
54374,41.8,126.8833333,378.9,1970,4,20,19.152,9.131
54374,41.8,126.8833333,378.9,1970,4,21,24.019,7.159
54374,41.8,126.8833333,378.9,1970,4,22,17.069,9.584
54374,41.8,126.8833333,378.9,1970,4,23,25.38,6.74
54374,41.8,126.8833333,378.9,1970,4,24,23.982,7.675
54374,41.8,126.8833333,378.9,1970,4,25,11.307,7.976
54374,41.8,126.8833333,378.9,1970,4,26,25.783,6.559
54374,41.8,126.8833333,378.9,1970,4,27,25.265,7.331
54374,41.8,126.8833333,378.9,1970,4,28,17.208,9.936
54374,41.8,126.8833333,378.9,1970,4,29,23.015,8.588
54374,41.8,126.8833333,378.9,1970,4,30,22.509,9.002
54374,41.8,126.8833333,378.9,1970,5,1,12.878,9.083
54374,41.8,126.8833333,378.9,1970,5,2,20.911,9.568
54374,41.8,126.8833333,378.9,1970,5,3,24.971,7.963
54374,41.8,126.8833333,378.9,1970,5,4,21.807,9.584
54374,41.8,126.8833333,378.9,1970,5,5,24.293,8.563
54374,41.8,126.8833333,378.9,1970,5,6,22.378,9.321
54374,41.8,126.8833333,378.9,1970,5,7,25.915,7.944
54374,41.8,126.8833333,378.9,1970,5,8,24.826,8.589
54374,41.8,126.8833333,378.9,1970,5,9,19.884,10.293
54374,41.8,126.8833333,378.9,1970,5,10,9.612,6.997
54374,41.8,126.8833333,378.9,1970,5,11,9.414,7.405
54374,41.8,126.8833333,378.9,1970,5,12,23.564,9.435
