station,latitude(deg),longitude(deg),altitude(m),year,month,day,GHI(MJ/m2),DHI(MJ/m2)
53772,37.61666667,112.5833333,777.3,1970,1,1,3.193,3.987
53772,37.61666667,112.5833333,777.3,1970,1,2,7.98,4.022
53772,37.61666667,112.5833333,777.3,1970,1,3,5.669,4.872
53772,37.61666667,112.5833333,777.3,1970,1,4,7.465,4.034
53772,37.61666667,112.5833333,777.3,1970,1,5,9.272,3.241
53772,37.61666667,112.5833333,777.3,1970,1,6,7.6,4.592
53772,37.61666667,112.5833333,777.3,1970,1,7,7.762,4.245
53772,37.61666667,112.5833333,777.3,1970,1,8,9.128,3.519
53772,37.61666667,112.5833333,777.3,1970,1,9,5.406,5.146
53772,37.61666667,112.5833333,777.3,1970,1,10,8.342,4.255
53772,37.61666667,112.5833333,777.3,1970,1,11,9.166,3.815
53772,37.61666667,112.5833333,777.3,1970,1,12,9.064,3.59
53772,37.61666667,112.5833333,777.3,1970,1,13,9.683,3.263
53772,37.61666667,112.5833333,777.3,1970,1,14,8.733,3.992
53772,37.61666667,112.5833333,777.3,1970,1,15,9.883,3.245
53772,37.61666667,112.5833333,777.3,1970,1,16,8.423,4.408
53772,37.61666667,112.5833333,777.3,1970,1,17,3.428,5.319
53772,37.61666667,112.5833333,777.3,1970,1,18,9.542,4.134
53772,37.61666667,112.5833333,777.3,1970,1,19,9.2,4.255
53772,37.61666667,112.5833333,777.3,1970,1,20,6.892,5.328
53772,37.61666667,112.5833333,777.3,1970,1,21,8.733,4.988
53772,37.61666667,112.5833333,777.3,1970,1,22,7.198,5.126
53772,37.61666667,112.5833333,777.3,1970,1,23,10.421,3.837
53772,37.61666667,112.5833333,777.3,1970,1,24,9.867,4.601
53772,37.61666667,112.5833333,777.3,1970,1,25,11.33,3.453
53772,37.61666667,112.5833333,777.3,1970,1,26,11.122,3.596
53772,37.61666667,112.5833333,777.3,1970,1,27,4.71,5.124
53772,37.61666667,112.5833333,777.3,1970,1,28,3.746,4.956
53772,37.61666667,112.5833333,777.3,1970,1,29,9.049,5.234
53772,37.61666667,112.5833333,777.3,1970,1,30,11.453,3.821
53772,37.61666667,112.5833333,777.3,1970,1,31,11.768,3.671
53772,37.61666667,112.5833333,777.3,1970,2,1,4.022,5.587
53772,37.61666667,112.5833333,777.3,1970,2,2,9.239,5.445
53772,37.61666667,112.5833333,777.3,1970,2,3,10.979,5.097
53772,37.61666667,112.5833333,777.3,1970,2,4,12.885,3.386
53772,37.61666667,112.5833333,777.3,1970,2,5,11.041,5.241
53772,37.61666667,112.5833333,777.3,1970,2,6,3.818,3.155
53772,37.61666667,112.5833333,777.3,1970,2,7,9.117,5.995
53772,37.61666667,112.5833333,777.3,1970,2,8,13.144,3.084
53772,37.61666667,112.5833333,777.3,1970,2,9,13.72,3.041
53772,37.61666667,112.5833333,777.3,1970,2,10,13.471,3.548
53772,37.61666667,112.5833333,777.3,1970,2,11,13.233,3.899
