station,latitude(deg),longitude(deg),altitude(m),year,month,day,GHI(MJ/m2),DHI(MJ/m2)
52679,37.91666667,102.6666667,1532.7,1970,1,1,9.658,2.895
52679,37.91666667,102.6666667,1532.7,1970,1,2,9.526,3.107
52679,37.91666667,102.6666667,1532.7,1970,1,3,3.176,3.191
52679,37.91666667,102.6666667,1532.7,1970,1,4,9.317,3.39
52679,37.91666667,102.6666667,1532.7,1970,1,5,9.88,2.886
52679,37.91666667,102.6666667,1532.7,1970,1,6,9.57,3.286
52679,37.91666667,102.6666667,1532.7,1970,1,7,10.584,2.155
52679,37.91666667,102.6666667,1532.7,1970,1,8,10.62,2.181
52679,37.91666667,102.6666667,1532.7,1970,1,9,9.679,3.366
52679,37.91666667,102.6666667,1532.7,1970,1,10,11.236,1.416
52679,37.91666667,102.6666667,1532.7,1970,1,11,11.205,1.599
52679,37.91666667,102.6666667,1532.7,1970,1,12,11.243,1.623
52679,37.91666667,102.6666667,1532.7,1970,1,13,11.22,1.811
52679,37.91666667,102.6666667,1532.7,1970,1,14,11.283,1.856
52679,37.91666667,102.6666667,1532.7,1970,1,15,11.347,1.886
52679,37.91666667,102.6666667,1532.7,1970,1,16,10.86,2.702
52679,37.91666667,102.6666667,1532.7,1970,1,17,11.652,1.682
52679,37.91666667,102.6666667,1532.7,1970,1,18,11.803,1.576
52679,37.91666667,102.6666667,1532.7,1970,1,19,11.051,2.83
52679,37.91666667,102.6666667,1532.7,1970,1,20,12.042,1.518
52679,37.91666667,102.6666667,1532.7,1970,1,21,9.303,4.527
52679,37.91666667,102.6666667,1532.7,1970,1,22,9.069,4.694
52679,37.91666667,102.6666667,1532.7,1970,1,23,10.649,3.731
52679,37.91666667,102.6666667,1532.7,1970,1,24,12.549,1.394
52679,37.91666667,102.6666667,1532.7,1970,1,25,12.346,1.934
52679,37.91666667,102.6666667,1532.7,1970,1,26,10.196,4.434
52679,37.91666667,102.6666667,1532.7,1970,1,27,9.965,4.648
52679,37.91666667,102.6666667,1532.7,1970,1,28,6.514,5.012
52679,37.91666667,102.6666667,1532.7,1970,1,29,12.689,2.169
52679,37.91666667,102.6666667,1532.7,1970,1,30,13.166,1.581
52679,37.91666667,102.6666667,1532.7,1970,1,31,11.663,3.785
52679,37.91666667,102.6666667,1532.7,1970,2,1,3.911,3.929
52679,37.91666667,102.6666667,1532.7,1970,2,2,12.343,3.365
52679,37.91666667,102.6666667,1532.7,1970,2,3,13.154,2.483
52679,37.91666667,102.6666667,1532.7,1970,2,4,12.637,3.373
52679,37.91666667,102.6666667,1532.7,1970,2,5,5.103,4.634
52679,37.91666667,102.6666667,1532.7,1970,2,6,13.137,3.107
52679,37.91666667,102.6666667,1532.7,1970,2,7,13.856,2.301
52679,37.91666667,102.6666667,1532.7,1970,2,8,14.274,1.863
52679,37.91666667,102.6666667,1532.7,1970,2,9,13.329,3.462
52679,37.91666667,102.6666667,1532.7,1970,2,10,14.177,2.514
52679,37.91666667,102.6666667,1532.7,1970,2,11,14.703,1.919
52679,37.91666667,102.6666667,1532.7,1970,2,12,14.922,1.814
52679,37.91666667,102.6666667,1532.7,1970,2,13,13.637,3.879
52679,37.91666667,102.6666667,1532.7,1970,2,14,6.199,5.361
52679,37.91666667,102.6666667,1532.7,1970,2,15,15.6,1.504
52679,37.91666667,102.6666667,1532.7,1970,2,16,15.392,2.15
52679,37.91666667,102.6666667,1532.7,1970,2,17,15.28,2.588
52679,37.91666667,102.6666667,1532.7,1970,2,18,12.607,5.629
52679,37.91666667,102.6666667,1532.7,1970,2,19,8.528,6.337
52679,37.91666667,102.6666667,1532.7,1970,2,20,15.407,3.164
52679,37.91666667,102.6666667,1532.7,1970,2,21,13.819,5.183
52679,37.91666667,102.6666667,1532.7,1970,2,22,14.37,4.839
52679,37.91666667,102.6666667,1532.7,1970,2,23,10.786,6.761
52679,37.91666667,102.6666667,1532.7,1970,2,24,12.029,6.609
52679,37.91666667,102.6666667,1532.7,1970,2,25,12.353,6.603
52679,37.91666667,102.6666667,1532.7,1970,2,26,13.521,6.167
52679,37.91666667,102.6666667,1532.7,1970,2,27,13.138,6.493
52679,37.91666667,102.6666667,1532.7,1970,2,28,17.674,1.884
52679,37.91666667,102.6666667,1532.7,1970,3,1,5.162,5.187
52679,37.91666667,102.6666667,1532.7,1970,3,2,12.837,6.984
52679,37.91666667,102.6666667,1532.7,1970,3,3,13.795,6.706
52679,37.91666667,102.6666667,1532.7,1970,3,4,16.812,4.244
52679,37.91666667,102.6666667,1532.7,1970,3,5,14.733,6.445
52679,37.91666667,102.6666667,1532.7,1970,3,6,12.483,7.464
52679,37.91666667,102.6666667,1532.7,1970,3,7,16.928,4.811
52679,37.91666667,102.6666667,1532.7,1970,3,8,17.412,4.459
52679,37.91666667,102.6666667,1532.7,1970,3,9,17.543,4.557
52679,37.91666667,102.6666667,1532.7,1970,3,10,14.61,7.205
52679,37.91666667,102.6666667,1532.7,1970,3,11,17.019,5.592
52679,37.91666667,102.6666667,1532.7,1970,3,12,14.569,7.476
52679,37.91666667,102.6666667,1532.7,1970,3,13,16.986,6.027
52679,37.91666667,102.6666667,1532.7,1970,3,14,7.247,6.607
52679,37.91666667,102.6666667,1532.7,1970,3,15,19.562,3.405
52679,37.91666667,102.6666667,1532.7,1970,3,16,17.309,6.298
52679,37.91666667,102.6666667,1532.7,1970,3,17,19.795,3.608
52679,37.91666667,102.6666667,1532.7,1970,3,18,20.314,3.088
52679,37.91666667,102.6666667,1532.7,1970,3,19,20.16,3.607
52679,37.91666667,102.6666667,1532.7,1970,3,20,19.876,4.285
52679,37.91666667,102.6666667,1532.7,1970,3,21,18.252,6.388
52679,37.91666667,102.6666667,1532.7,1970,3,22,21.19,2.894
52679,37.91666667,102.6666667,1532.7,1970,3,23,20.487,4.208
52679,37.91666667,102.6666667,1532.7,1970,3,24,21.021,3.728
