station,latitude(deg),longitude(deg),altitude(m),year,month,day,GHI(MJ/m2),DHI(MJ/m2)
53513,40.73333333,107.3666667,1042.3,1970,1,1,6.733,3.752
53513,40.73333333,107.3666667,1042.3,1970,1,2,8.744,2.369
53513,40.73333333,107.3666667,1042.3,1970,1,3,9.243,1.745
53513,40.73333333,107.3666667,1042.3,1970,1,4,9.603,1.282
53513,40.73333333,107.3666667,1042.3,1970,1,5,9.563,1.439
53513,40.73333333,107.3666667,1042.3,1970,1,6,9.121,2.157
53513,40.73333333,107.3666667,1042.3,1970,1,7,9.166,2.183
53513,40.73333333,107.3666667,1042.3,1970,1,8,9.367,2.002
53513,40.73333333,107.3666667,1042.3,1970,1,9,7.704,3.638
53513,40.73333333,107.3666667,1042.3,1970,1,10,7.899,3.575
53513,40.73333333,107.3666667,1042.3,1970,1,11,9.337,2.307
53513,40.73333333,107.3666667,1042.3,1970,1,12,9.458,2.235
53513,40.73333333,107.3666667,1042.3,1970,1,13,10.014,1.554
53513,40.73333333,107.3666667,1042.3,1970,1,14,9.496,2.416
53513,40.73333333,107.3666667,1042.3,1970,1,15,10.061,1.768
53513,40.73333333,107.3666667,1042.3,1970,1,16,8.361,3.682
53513,40.73333333,107.3666667,1042.3,1970,1,17,10.272,1.723
53513,40.73333333,107.3666667,1042.3,1970,1,18,10.239,1.899
53513,40.73333333,107.3666667,1042.3,1970,1,19,10.413,1.814
53513,40.73333333,107.3666667,1042.3,1970,1,20,10.043,2.462
53513,40.73333333,107.3666667,1042.3,1970,1,21,9.081,3.587
53513,40.73333333,107.3666667,1042.3,1970,1,22,10.36,2.323
53513,40.73333333,107.3666667,1042.3,1970,1,23,10.699,2.018
53513,40.73333333,107.3666667,1042.3,1970,1,24,10.783,2.07
53513,40.73333333,107.3666667,1042.3,1970,1,25,11.131,1.726
53513,40.73333333,107.3666667,1042.3,1970,1,26,10.765,2.432
53513,40.73333333,107.3666667,1042.3,1970,1,27,10.301,3.131
53513,40.73333333,107.3666667,1042.3,1970,1,28,10.375,3.194
53513,40.73333333,107.3666667,1042.3,1970,1,29,11.664,1.682
53513,40.73333333,107.3666667,1042.3,1970,1,30,11.568,2.015
53513,40.73333333,107.3666667,1042.3,1970,1,31,11.201,2.727
53513,40.73333333,107.3666667,1042.3,1970,2,1,11.187,2.906
53513,40.73333333,107.3666667,1042.3,1970,2,2,12.231,1.633
53513,40.73333333,107.3666667,1042.3,1970,2,3,12.052,2.156
53513,40.73333333,107.3666667,1042.3,1970,2,4,12.435,1.775
53513,40.73333333,107.3666667,1042.3,1970,2,5,11.102,3.696
53513,40.73333333,107.3666667,1042.3,1970,2,6,11.879,3.019
53513,40.73333333,107.3666667,1042.3,1970,2,7,13.13,1.343
53513,40.73333333,107.3666667,1042.3,1970,2,8,13.046,1.762
53513,40.73333333,107.3666667,1042.3,1970,2,9,13.062,2.006
53513,40.73333333,107.3666667,1042.3,1970,2,10,13.375,1.746
53513,40.73333333,107.3666667,1042.3,1970,2,11,13.075,2.447
53513,40.73333333,107.3666667,1042.3,1970,2,12,12.894,2.956
53513,40.73333333,107.3666667,1042.3,1970,2,13,11.486,4.625
53513,40.73333333,107.3666667,1042.3,1970,2,14,11.679,4.613
53513,40.73333333,107.3666667,1042.3,1970,2,15,14.359,1.469
53513,40.73333333,107.3666667,1042.3,1970,2,16,14.185,2.089
53513,40.73333333,107.3666667,1042.3,1970,2,17,13.349,3.493
53513,40.73333333,107.3666667,1042.3,1970,2,18,11.569,5.282
53513,40.73333333,107.3666667,1042.3,1970,2,19,8.492,5.988
53513,40.73333333,107.3666667,1042.3,1970,2,20,14.56,2.605
53513,40.73333333,107.3666667,1042.3,1970,2,21,15.003,2.189
53513,40.73333333,107.3666667,1042.3,1970,2,22,13.819,4.036
53513,40.73333333,107.3666667,1042.3,1970,2,23,6.514,5.546
53513,40.73333333,107.3666667,1042.3,1970,2,24,12.842,5.338
53513,40.73333333,107.3666667,1042.3,1970,2,25,15.172,3.064
53513,40.73333333,107.3666667,1042.3,1970,2,26,15.19,3.325
53513,40.73333333,107.3666667,1042.3,1970,2,27,15.992,2.429
53513,40.73333333,107.3666667,1042.3,1970,2,28,16.235,2.342
53513,40.73333333,107.3666667,1042.3,1970,3,1,4.849,4.872
53513,40.73333333,107.3666667,1042.3,1970,3,2,11.436,6.732
53513,40.73333333,107.3666667,1042.3,1970,3,3,16.524,2.824
53513,40.73333333,107.3666667,1042.3,1970,3,4,16.856,2.562
53513,40.73333333,107.3666667,1042.3,1970,3,5,14.78,5.378
53513,40.73333333,107.3666667,1042.3,1970,3,6,8.182,6.585
53513,40.73333333,107.3666667,1042.3,1970,3,7,17.13,3.04
53513,40.73333333,107.3666667,1042.3,1970,3,8,17.617,2.597
53513,40.73333333,107.3666667,1042.3,1970,3,9,14.159,6.539
53513,40.73333333,107.3666667,1042.3,1970,3,10,15.958,5.279
53513,40.73333333,107.3666667,1042.3,1970,3,11,18.157,2.732
53513,40.73333333,107.3666667,1042.3,1970,3,12,15.837,5.83
53513,40.73333333,107.3666667,1042.3,1970,3,13,10.045,7.47
53513,40.73333333,107.3666667,1042.3,1970,3,14,10.371,7.568
53513,40.73333333,107.3666667,1042.3,1970,3,15,18.054,4.078
53513,40.73333333,107.3666667,1042.3,1970,3,16,17.795,4.657
53513,40.73333333,107.3666667,1042.3,1970,3,17,16.3,6.4
53513,40.73333333,107.3666667,1042.3,1970,3,18,19.574,2.732
53513,40.73333333,107.3666667,1042.3,1970,3,19,19.808,2.617
53513,40.73333333,107.3666667,1042.3,1970,3,20,17.396,6.017
53513,40.73333333,107.3666667,1042.3,1970,3,21,20.068,2.864
53513,40.73333333,107.3666667,1042.3,1970,3,22,20.602,2.319
53513,40.73333333,107.3666667,1042.3,1970,3,23,20.589,2.656
53513,40.73333333,107.3666667,1042.3,1970,3,24,20.987,2.332
53513,40.73333333,107.3666667,1042.3,1970,3,25,21.225,2.233
53513,40.73333333,107.3666667,1042.3,1970,3,26,20.311,4.033
53513,40.73333333,107.3666667,1042.3,1970,3,27,19.892,4.843
53513,40.73333333,107.3666667,1042.3,1970,3,28,20.932,3.646
53513,40.73333333,107.3666667,1042.3,1970,3,29,18.383,6.901
53513,40.73333333,107.3666667,1042.3,1970,3,30,20.369,4.994
53513,40.73333333,107.3666667,1042.3,1970,3,31,20.765,4.76
53513,40.73333333,107.3666667,1042.3,1970,4,1,18.02,7.692
53513,40.73333333,107.3666667,1042.3,1970,4,2,16.641,8.606
53513,40.73333333,107.3666667,1042.3,1970,4,3,22.047,3.734
53513,40.73333333,107.3666667,1042.3,1970,4,4,21.743,4.462
53513,40.73333333,107.3666667,1042.3,1970,4,5,15.112,9.288
53513,40.73333333,107.3666667,1042.3,1970,4,6,22.518,3.884
53513,40.73333333,107.3666667,1042.3,1970,4,7,22.215,4.595
