station,latitude(deg),longitude(deg),altitude(m),year,month,day,GHI(MJ/m2),DHI(MJ/m2)
57696,28.4,114.7833333,92.9,1970,1,1,10.025,5.917
57696,28.4,114.7833333,92.9,1970,1,2,3.008,3.147
57696,28.4,114.7833333,92.9,1970,1,3,2.883,3.152
57696,28.4,114.7833333,92.9,1970,1,4,3.235,3.163
57696,28.4,114.7833333,92.9,1970,1,5,2.997,3.174
57696,28.4,114.7833333,92.9,1970,1,6,2.63,3.185
57696,28.4,114.7833333,92.9,1970,1,7,3.981,3.6
57696,28.4,114.7833333,92.9,1970,1,8,6.35,4.809
57696,28.4,114.7833333,92.9,1970,1,9,2.897,3.217
57696,28.4,114.7833333,92.9,1970,1,10,11.643,5.573
57696,28.4,114.7833333,92.9,1970,1,11,13.574,4.471
57696,28.4,114.7833333,92.9,1970,1,12,13.396,4.681
57696,28.4,114.7833333,92.9,1970,1,13,3.031,3.267
57696,28.4,114.7833333,92.9,1970,1,14,3.126,3.283
57696,28.4,114.7833333,92.9,1970,1,15,8.682,6.114
57696,28.4,114.7833333,92.9,1970,1,16,10.653,6.188
57696,28.4,114.7833333,92.9,1970,1,17,2.817,3.331
57696,28.4,114.7833333,92.9,1970,1,18,6.687,5.171
57696,28.4,114.7833333,92.9,1970,1,19,13.911,4.643
57696,28.4,114.7833333,92.9,1970,1,20,14.4,4.395
57696,28.4,114.7833333,92.9,1970,1,21,13.064,5.579
57696,28.4,114.7833333,92.9,1970,1,22,3.437,3.417
57696,28.4,114.7833333,92.9,1970,1,23,5.988,4.832
57696,28.4,114.7833333,92.9,1970,1,24,6.63,5.069
57696,28.4,114.7833333,92.9,1970,1,25,2.962,3.477
57696,28.4,114.7833333,92.9,1970,1,26,3.37,3.498
57696,28.4,114.7833333,92.9,1970,1,27,2.973,3.516
57696,28.4,114.7833333,92.9,1970,1,28,2.789,3.537
57696,28.4,114.7833333,92.9,1970,1,29,2.918,3.563
57696,28.4,114.7833333,92.9,1970,1,30,15.319,4.468
57696,28.4,114.7833333,92.9,1970,1,31,15.267,4.736
57696,28.4,114.7833333,92.9,1970,2,1,3.767,3.627
57696,28.4,114.7833333,92.9,1970,2,2,3.134,3.653
57696,28.4,114.7833333,92.9,1970,2,3,2.612,3.679
57696,28.4,114.7833333,92.9,1970,2,4,8.716,6.44
57696,28.4,114.7833333,92.9,1970,2,5,12.957,6.684
57696,28.4,114.7833333,92.9,1970,2,6,3.926,3.753
57696,28.4,114.7833333,92.9,1970,2,7,2.842,3.775
57696,28.4,114.7833333,92.9,1970,2,8,3.345,3.8
57696,28.4,114.7833333,92.9,1970,2,9,9.662,6.864
57696,28.4,114.7833333,92.9,1970,2,10,3.506,3.853
57696,28.4,114.7833333,92.9,1970,2,11,15.767,5.714
57696,28.4,114.7833333,92.9,1970,2,12,16.91,4.92
57696,28.4,114.7833333,92.9,1970,2,13,17.489,4.591
57696,28.4,114.7833333,92.9,1970,2,14,7.865,5.861
57696,28.4,114.7833333,92.9,1970,2,15,6.126,5.05
57696,28.4,114.7833333,92.9,1970,2,16,16.323,5.837
57696,28.4,114.7833333,92.9,1970,2,17,17.168,5.444
57696,28.4,114.7833333,92.9,1970,2,18,3.877,4.072
57696,28.4,114.7833333,92.9,1970,2,19,7.795,6.044
57696,28.4,114.7833333,92.9,1970,2,20,4.414,4.128
57696,28.4,114.7833333,92.9,1970,2,21,3.434,4.157
57696,28.4,114.7833333,92.9,1970,2,22,3.107,4.182
57696,28.4,114.7833333,92.9,1970,2,23,3.798,4.217
57696,28.4,114.7833333,92.9,1970,2,24,8.642,6.447
57696,28.4,114.7833333,92.9,1970,2,25,4.391,4.271
57696,28.4,114.7833333,92.9,1970,2,26,3.99,4.3
57696,28.4,114.7833333,92.9,1970,2,27,3.171,4.329
57696,28.4,114.7833333,92.9,1970,2,28,4.166,4.358
57696,28.4,114.7833333,92.9,1970,3,1,6.042,5.352
57696,28.4,114.7833333,92.9,1970,3,2,4.134,4.416
57696,28.4,114.7833333,92.9,1970,3,3,4.049,4.449
57696,28.4,114.7833333,92.9,1970,3,4,4.69,4.473
57696,28.4,114.7833333,92.9,1970,3,5,4.058,4.505
57696,28.4,114.7833333,92.9,1970,3,6,3.574,4.534
57696,28.4,114.7833333,92.9,1970,3,7,3.857,4.561
57696,28.4,114.7833333,92.9,1970,3,8,4.111,4.589
57696,28.4,114.7833333,92.9,1970,3,9,12.828,8.626
57696,28.4,114.7833333,92.9,1970,3,10,5.546,4.99
57696,28.4,114.7833333,92.9,1970,3,11,4.474,4.68
57696,28.4,114.7833333,92.9,1970,3,12,3.159,4.707
57696,28.4,114.7833333,92.9,1970,3,13,7.023,5.75
57696,28.4,114.7833333,92.9,1970,3,14,3.54,4.765
57696,28.4,114.7833333,92.9,1970,3,15,4.51,4.796
57696,28.4,114.7833333,92.9,1970,3,16,14.925,9.098
57696,28.4,114.7833333,92.9,1970,3,17,4.272,4.853
57696,28.4,114.7833333,92.9,1970,3,18,19.327,7.318
57696,28.4,114.7833333,92.9,1970,3,19,12.399,8.73
57696,28.4,114.7833333,92.9,1970,3,20,4.203,4.934
57696,28.4,114.7833333,92.9,1970,3,21,3.255,4.959
57696,28.4,114.7833333,92.9,1970,3,22,7.236,5.887
57696,28.4,114.7833333,92.9,1970,3,23,5.293,5.014
57696,28.4,114.7833333,92.9,1970,3,24,4.326,5.043
