53553,52.96666667,122.5166667,439.7,1970,1,1,9.257,2.369
53553,52.96666667,122.5166667,439.7,1970,1,2,7.23,3.946
53553,52.96666667,122.5166667,439.7,1970,1,3,9.647,1.964
53553,52.96666667,122.5166667,439.7,1970,1,4,10.1,1.364
53553,52.96666667,122.5166667,439.7,1970,1,5,10.054,1.528
53553,52.96666667,122.5166667,439.7,1970,1,6,10.101,1.551
53553,52.96666667,122.5166667,439.7,1970,1,7,10.062,1.704
53553,52.96666667,122.5166667,439.7,1970,1,8,10.351,1.336
53553,52.96666667,122.5166667,439.7,1970,1,9,5.249,4.057
53553,52.96666667,122.5166667,439.7,1970,1,10,7.981,3.932
53553,52.96666667,122.5166667,439.7,1970,1,11,8.108,3.915
53553,52.96666667,122.5166667,439.7,1970,1,12,10.365,1.723
53553,52.96666667,122.5166667,439.7,1970,1,13,10.511,1.632
53553,52.96666667,122.5166667,439.7,1970,1,14,10.748,1.403
53553,52.96666667,122.5166667,439.7,1970,1,15,10.815,1.444
53553,52.96666667,122.5166667,439.7,1970,1,16,10.267,2.39
53553,52.96666667,122.5166667,439.7,1970,1,17,9.626,3.226
53553,52.96666667,122.5166667,439.7,1970,1,18,10.818,1.833
53553,52.96666667,122.5166667,439.7,1970,1,19,10.909,1.899
53553,52.96666667,122.5166667,439.7,1970,1,20,10.52,2.561
53553,52.96666667,122.5166667,439.7,1970,1,21,3.337,3.353
53553,52.96666667,122.5166667,439.7,1970,1,22,10.85,2.413
53553,52.96666667,122.5166667,439.7,1970,1,23,10.919,2.466
53553,52.96666667,122.5166667,439.7,1970,1,24,11.273,2.146
53553,52.96666667,122.5166667,439.7,1970,1,25,11.721,1.637
53553,52.96666667,122.5166667,439.7,1970,1,26,11.715,1.836
53553,52.96666667,122.5166667,439.7,1970,1,27,3.519,3.536
53553,52.96666667,122.5166667,439.7,1970,1,28,9.824,4.214
53553,52.96666667,122.5166667,439.7,1970,1,29,11.987,2.011
53553,52.96666667,122.5166667,439.7,1970,1,30,12.35,1.631
