station,latitude(deg),longitude(deg),altitude(m),year,month,day,GHI(MJ/m2),DHI(MJ/m2)
50850,46.56666667,125.1333333,148.4,2005,1,1,6.202,2.009
50850,46.56666667,125.1333333,148.4,2005,1,2,5.103,2.545
50850,46.56666667,125.1333333,148.4,2005,1,3,5.663,2.259
50850,46.56666667,125.1333333,148.4,2005,1,4,6.53,1.859
50850,46.56666667,125.1333333,148.4,2005,1,5,4.744,2.685
50850,46.56666667,125.1333333,148.4,2005,1,6,6.153,2.231
50850,46.56666667,125.1333333,148.4,2005,1,7,6.41,2.095
50850,46.56666667,125.1333333,148.4,2005,1,8,5.795,2.45
50850,46.56666667,125.1333333,148.4,2005,1,9,6.639,2.034
50850,46.56666667,125.1333333,148.4,2005,1,10,5.998,2.466
50850,46.56666667,125.1333333,148.4,2005,1,11,5.288,2.711
50850,46.56666667,125.1333333,148.4,2005,1,12,6.983,1.926
50850,46.56666667,125.1333333,148.4,2005,1,13,6.423,2.376
50850,46.56666667,125.1333333,148.4,2005,1,14,2.531,1.947
50850,46.56666667,125.1333333,148.4,2005,1,15,6.922,2.274
50850,46.56666667,125.1333333,148.4,2005,1,16,7.101,2.277
50850,46.56666667,125.1333333,148.4,2005,1,17,5.071,3.016
50850,46.56666667,125.1333333,148.4,2005,1,18,6.18,2.785
50850,46.56666667,125.1333333,148.4,2005,1,19,5.911,2.881
50850,46.56666667,125.1333333,148.4,2005,1,20,7.608,2.148
50850,46.56666667,125.1333333,148.4,2005,1,21,7.857,2.154
50850,46.56666667,125.1333333,148.4,2005,1,22,4.322,2.992
50850,46.56666667,125.1333333,148.4,2005,1,23,2.82,2.155
50850,46.56666667,125.1333333,148.4,2005,1,24,7.811,2.39
50850,46.56666667,125.1333333,148.4,2005,1,25,7.498,2.729
50850,46.56666667,125.1333333,148.4,2005,1,26,7.513,2.814
50850,46.56666667,125.1333333,148.4,2005,1,27,8.393,2.318
